AAC_A,AAC_C,AAC_D,AAC_E,AAC_F,AAC_G,AAC_H,AAC_I,AAC_K,AAC_L,AAC_M,AAC_N,AAC_P,AAC_Q,AAC_R,AAC_S,AAC_T,AAC_V,AAC_W,AAC_Y,Label
0.0,19.05,0.0,0.0,9.52,9.52,4.76,0.0,0.0,0.0,0.0,14.29,0.0,0.0,19.05,0.0,0.0,19.05,0.0,4.76,AMP
0.0,19.05,0.0,0.0,9.52,9.52,0.0,0.0,0.0,0.0,0.0,14.29,0.0,0.0,19.05,4.76,0.0,14.29,0.0,9.52,AMP
0.0,19.05,0.0,0.0,9.52,9.52,4.76,0.0,0.0,0.0,0.0,9.52,0.0,0.0,19.05,4.76,0.0,14.29,0.0,9.52,AMP
4.76,19.05,0.0,0.0,9.52,9.52,0.0,0.0,0.0,0.0,0.0,9.52,0.0,0.0,19.05,4.76,0.0,9.52,0.0,14.29,AMP
4.76,19.05,0.0,0.0,4.76,9.52,0.0,0.0,0.0,0.0,0.0,9.52,0.0,0.0,23.81,4.76,0.0,14.29,0.0,9.52,AMP
4.76,19.05,0.0,0.0,4.76,9.52,0.0,0.0,0.0,0.0,0.0,9.52,0.0,4.76,19.05,0.0,0.0,14.29,4.76,9.52,AMP
4.76,19.05,0.0,0.0,4.76,9.52,0.0,0.0,4.76,0.0,0.0,9.52,0.0,0.0,23.81,0.0,0.0,19.05,0.0,4.76,AMP
4.76,19.05,0.0,0.0,4.76,9.52,0.0,0.0,0.0,0.0,0.0,9.52,0.0,0.0,23.81,4.76,0.0,14.29,0.0,9.52,AMP
4.76,19.05,0.0,0.0,4.76,9.52,0.0,0.0,0.0,0.0,0.0,9.52,0.0,0.0,23.81,0.0,4.76,14.29,0.0,9.52,AMP
4.76,19.05,0.0,0.0,4.76,9.52,0.0,0.0,0.0,0.0,0.0,9.52,0.0,0.0,23.81,4.76,0.0,14.29,0.0,9.52,AMP
9.52,19.05,0.0,0.0,4.76,9.52,0.0,0.0,0.0,0.0,0.0,9.52,0.0,0.0,23.81,0.0,0.0,14.29,0.0,9.52,AMP
4.76,19.05,0.0,0.0,4.76,9.52,0.0,0.0,4.76,0.0,0.0,9.52,0.0,0.0,19.05,4.76,0.0,14.29,0.0,9.52,AMP
9.52,19.05,0.0,0.0,4.76,9.52,0.0,0.0,4.76,0.0,0.0,9.52,0.0,0.0,19.05,0.0,0.0,14.29,0.0,9.52,AMP
0.0,14.29,0.0,0.0,4.76,9.52,4.76,0.0,0.0,4.76,0.0,9.52,0.0,4.76,19.05,0.0,0.0,19.05,0.0,9.52,AMP
0.0,19.05,0.0,0.0,0.0,9.52,4.76,0.0,0.0,0.0,0.0,14.29,0.0,0.0,19.05,0.0,0.0,19.05,4.76,9.52,AMP
0.0,19.05,0.0,0.0,0.0,9.52,4.76,0.0,0.0,0.0,0.0,14.29,0.0,0.0,19.05,0.0,0.0,19.05,9.52,4.76,AMP
0.0,19.05,0.0,0.0,0.0,9.52,4.76,0.0,0.0,0.0,0.0,14.29,0.0,0.0,19.05,0.0,0.0,23.81,4.76,4.76,AMP
0.0,19.05,0.0,0.0,0.0,9.52,4.76,0.0,0.0,0.0,0.0,14.29,4.76,0.0,19.05,0.0,0.0,19.05,4.76,4.76,AMP
0.0,19.05,0.0,0.0,0.0,9.52,4.76,0.0,0.0,0.0,4.76,14.29,0.0,0.0,19.05,0.0,0.0,19.05,4.76,4.76,AMP
0.0,19.05,0.0,0.0,0.0,9.52,4.76,0.0,0.0,4.76,0.0,14.29,0.0,0.0,19.05,0.0,0.0,19.05,4.76,4.76,AMP
0.0,19.05,0.0,0.0,0.0,9.52,4.76,4.76,0.0,0.0,0.0,14.29,0.0,0.0,19.05,0.0,0.0,19.05,4.76,4.76,AMP
0.0,19.05,0.0,0.0,0.0,9.52,9.52,0.0,0.0,0.0,0.0,14.29,0.0,0.0,19.05,0.0,0.0,19.05,4.76,4.76,AMP
0.0,19.05,0.0,0.0,0.0,14.29,4.76,0.0,0.0,0.0,0.0,14.29,0.0,0.0,19.05,0.0,0.0,19.05,4.76,4.76,AMP
0.0,19.05,0.0,0.0,4.76,4.76,4.76,0.0,0.0,0.0,0.0,14.29,0.0,0.0,19.05,0.0,0.0,19.05,4.76,9.52,AMP
0.0,19.05,0.0,0.0,4.76,4.76,4.76,0.0,0.0,0.0,0.0,14.29,0.0,0.0,19.05,0.0,0.0,19.05,9.52,4.76,AMP
0.0,19.05,0.0,0.0,4.76,4.76,4.76,0.0,0.0,0.0,0.0,14.29,0.0,0.0,19.05,0.0,0.0,23.81,4.76,4.76,AMP
0.0,19.05,0.0,0.0,4.76,4.76,4.76,0.0,0.0,0.0,0.0,14.29,0.0,0.0,19.05,0.0,4.76,19.05,4.76,4.76,AMP
0.0,19.05,0.0,0.0,4.76,4.76,4.76,0.0,0.0,0.0,0.0,14.29,0.0,0.0,19.05,4.76,0.0,19.05,4.76,4.76,AMP
0.0,19.05,0.0,0.0,4.76,4.76,4.76,0.0,0.0,0.0,0.0,14.29,0.0,0.0,23.81,0.0,0.0,19.05,4.76,4.76,AMP
0.0,19.05,0.0,0.0,4.76,4.76,4.76,0.0,0.0,0.0,0.0,14.29,0.0,4.76,19.05,0.0,0.0,19.05,4.76,4.76,AMP
0.0,19.05,0.0,0.0,4.76,4.76,4.76,0.0,0.0,0.0,4.76,14.29,0.0,0.0,19.05,0.0,0.0,19.05,4.76,4.76,AMP
0.0,19.05,0.0,0.0,4.76,4.76,4.76,0.0,4.76,0.0,0.0,14.29,0.0,0.0,19.05,0.0,0.0,19.05,4.76,4.76,AMP
0.0,19.05,0.0,0.0,4.76,4.76,4.76,4.76,0.0,0.0,0.0,14.29,0.0,0.0,19.05,0.0,0.0,19.05,4.76,4.76,AMP
0.0,19.05,0.0,0.0,4.76,4.76,9.52,0.0,0.0,0.0,0.0,14.29,0.0,0.0,19.05,0.0,0.0,19.05,4.76,4.76,AMP
0.0,19.05,0.0,0.0,9.52,4.76,4.76,0.0,0.0,0.0,0.0,14.29,0.0,0.0,19.05,0.0,0.0,19.05,4.76,4.76,AMP
0.0,19.05,4.76,0.0,4.76,4.76,4.76,0.0,0.0,0.0,0.0,14.29,0.0,0.0,19.05,0.0,0.0,19.05,4.76,4.76,AMP
4.76,19.05,0.0,0.0,4.76,4.76,4.76,0.0,0.0,0.0,0.0,14.29,0.0,0.0,19.05,0.0,0.0,19.05,4.76,4.76,AMP
0.0,19.05,0.0,0.0,4.76,9.52,4.76,0.0,0.0,4.76,0.0,9.52,0.0,0.0,19.05,0.0,0.0,14.29,4.76,9.52,AMP
0.0,19.05,0.0,0.0,4.76,14.29,0.0,0.0,4.76,0.0,0.0,9.52,0.0,0.0,19.05,0.0,0.0,9.52,4.76,14.29,AMP
4.76,23.81,0.0,0.0,4.76,9.52,0.0,0.0,0.0,0.0,0.0,9.52,0.0,0.0,19.05,0.0,0.0,14.29,4.76,9.52,AMP
0.0,19.05,0.0,0.0,4.76,9.52,0.0,0.0,0.0,0.0,0.0,4.76,0.0,4.76,23.81,0.0,0.0,14.29,4.76,14.29,AMP
0.0,19.05,0.0,0.0,4.76,14.29,0.0,0.0,0.0,0.0,0.0,9.52,4.76,0.0,14.29,0.0,0.0,14.29,4.76,14.29,AMP
0.0,19.05,0.0,0.0,4.76,9.52,4.76,0.0,4.76,0.0,0.0,9.52,0.0,0.0,14.29,0.0,0.0,19.05,4.76,9.52,AMP
0.0,19.05,0.0,0.0,4.76,9.52,0.0,0.0,4.76,0.0,0.0,9.52,0.0,0.0,14.29,4.76,0.0,14.29,4.76,14.29,AMP
0.0,19.05,0.0,0.0,4.76,9.52,0.0,0.0,4.76,0.0,0.0,9.52,0.0,0.0,19.05,4.76,0.0,14.29,4.76,9.52,AMP
4.76,19.05,0.0,0.0,4.76,9.52,0.0,0.0,4.76,0.0,0.0,9.52,0.0,0.0,19.05,0.0,0.0,14.29,4.76,9.52,AMP
0.0,19.05,0.0,0.0,4.76,9.52,0.0,0.0,4.76,0.0,0.0,9.52,0.0,0.0,19.05,4.76,0.0,9.52,4.76,14.29,AMP
9.52,19.05,0.0,0.0,4.76,9.52,0.0,0.0,0.0,0.0,0.0,9.52,0.0,0.0,19.05,0.0,0.0,9.52,4.76,14.29,AMP
0.0,19.05,0.0,0.0,4.76,14.29,0.0,0.0,0.0,0.0,4.76,9.52,0.0,0.0,19.05,0.0,0.0,9.52,4.76,14.29,AMP
4.76,19.05,0.0,0.0,4.76,9.52,4.76,0.0,0.0,0.0,0.0,9.52,0.0,0.0,19.05,0.0,0.0,14.29,4.76,9.52,AMP
9.52,19.05,0.0,0.0,4.76,9.52,0.0,0.0,0.0,0.0,0.0,9.52,0.0,0.0,19.05,0.0,0.0,9.52,4.76,14.29,AMP
4.76,19.05,0.0,0.0,4.76,9.52,0.0,0.0,4.76,0.0,0.0,9.52,0.0,0.0,19.05,0.0,0.0,9.52,4.76,14.29,AMP
9.52,19.05,0.0,0.0,4.76,9.52,0.0,0.0,0.0,0.0,0.0,9.52,0.0,0.0,19.05,0.0,0.0,9.52,4.76,14.29,AMP
0.0,19.05,0.0,0.0,4.76,9.52,0.0,0.0,0.0,0.0,0.0,9.52,0.0,0.0,19.05,9.52,0.0,14.29,4.76,9.52,AMP
0.0,19.05,0.0,0.0,4.76,9.52,0.0,0.0,0.0,0.0,0.0,14.29,0.0,0.0,23.81,0.0,0.0,19.05,4.76,4.76,AMP
0.0,19.05,0.0,0.0,4.76,9.52,4.76,0.0,0.0,0.0,0.0,9.52,0.0,0.0,23.81,0.0,0.0,19.05,4.76,4.76,AMP
0.0,19.05,0.0,0.0,4.76,9.52,0.0,0.0,0.0,0.0,0.0,9.52,0.0,0.0,23.81,4.76,0.0,14.29,4.76,9.52,AMP
0.0,19.05,0.0,0.0,4.76,9.52,4.76,0.0,0.0,0.0,0.0,9.52,0.0,0.0,23.81,0.0,0.0,14.29,4.76,9.52,AMP
0.0,19.05,0.0,0.0,4.76,14.29,0.0,0.0,0.0,0.0,0.0,9.52,0.0,0.0,23.81,0.0,0.0,14.29,4.76,9.52,AMP
4.76,19.05,0.0,0.0,4.76,9.52,0.0,0.0,0.0,0.0,0.0,9.52,0.0,0.0,23.81,0.0,0.0,14.29,4.76,9.52,AMP
0.0,19.05,0.0,0.0,4.76,9.52,0.0,0.0,0.0,0.0,0.0,9.52,4.76,0.0,23.81,0.0,0.0,14.29,4.76,9.52,AMP
0.0,19.05,0.0,0.0,4.76,9.52,4.76,0.0,0.0,0.0,0.0,14.29,0.0,0.0,19.05,0.0,0.0,19.05,4.76,4.76,AMP
0.0,19.05,0.0,0.0,4.76,9.52,0.0,0.0,0.0,0.0,0.0,14.29,0.0,0.0,19.05,4.76,0.0,14.29,4.76,9.52,AMP
0.0,19.05,0.0,0.0,4.76,9.52,0.0,0.0,4.76,0.0,0.0,9.52,0.0,0.0,19.05,4.76,0.0,19.05,4.76,4.76,AMP
0.0,19.05,0.0,0.0,4.76,9.52,4.76,0.0,0.0,0.0,0.0,9.52,0.0,0.0,23.81,0.0,0.0,19.05,4.76,4.76,AMP
0.0,19.05,0.0,0.0,4.76,9.52,4.76,0.0,0.0,0.0,0.0,9.52,0.0,0.0,19.05,4.76,0.0,14.29,4.76,9.52,AMP
0.0,19.05,0.0,0.0,9.52,9.52,0.0,0.0,0.0,0.0,0.0,9.52,0.0,4.76,19.05,0.0,0.0,14.29,4.76,9.52,AMP
0.0,19.05,0.0,0.0,4.76,9.52,0.0,0.0,0.0,0.0,0.0,9.52,0.0,0.0,23.81,0.0,0.0,19.05,0.0,14.29,AMP
0.0,19.05,0.0,0.0,4.76,9.52,0.0,0.0,0.0,0.0,0.0,9.52,0.0,0.0,23.81,4.76,0.0,19.05,0.0,9.52,AMP
4.76,19.05,0.0,0.0,4.76,9.52,0.0,0.0,0.0,0.0,0.0,9.52,0.0,0.0,19.05,4.76,0.0,14.29,0.0,14.29,AMP
0.0,19.05,0.0,0.0,4.76,14.29,0.0,0.0,0.0,0.0,0.0,9.52,0.0,0.0,23.81,0.0,0.0,19.05,0.0,9.52,AMP
0.0,19.05,0.0,0.0,4.76,14.29,4.76,0.0,0.0,0.0,0.0,9.52,0.0,0.0,19.05,0.0,0.0,19.05,0.0,9.52,AMP
0.0,19.05,0.0,0.0,9.52,9.52,0.0,0.0,0.0,0.0,0.0,9.52,0.0,0.0,23.81,0.0,0.0,19.05,0.0,9.52,AMP
4.76,19.05,0.0,0.0,4.76,9.52,0.0,0.0,0.0,0.0,0.0,9.52,0.0,0.0,23.81,0.0,0.0,19.05,0.0,9.52,AMP
4.76,19.05,0.0,0.0,4.76,9.52,4.76,0.0,0.0,0.0,0.0,9.52,0.0,0.0,19.05,0.0,0.0,19.05,0.0,9.52,AMP
0.0,19.05,0.0,0.0,9.52,9.52,0.0,0.0,0.0,0.0,0.0,9.52,0.0,0.0,23.81,0.0,0.0,19.05,0.0,9.52,AMP
0.0,19.05,0.0,0.0,4.76,4.76,0.0,0.0,0.0,0.0,0.0,4.76,0.0,0.0,28.57,0.0,0.0,19.05,4.76,14.29,AMP
0.0,19.05,0.0,0.0,4.76,9.52,0.0,0.0,0.0,0.0,0.0,4.76,0.0,0.0,19.05,0.0,4.76,19.05,4.76,14.29,AMP
0.0,19.05,0.0,0.0,4.76,9.52,0.0,0.0,0.0,0.0,0.0,4.76,0.0,0.0,19.05,4.76,0.0,19.05,4.76,14.29,AMP
0.0,19.05,0.0,0.0,4.76,9.52,0.0,0.0,0.0,0.0,0.0,4.76,0.0,0.0,23.81,0.0,0.0,19.05,4.76,14.29,AMP
0.0,19.05,0.0,0.0,4.76,9.52,0.0,0.0,4.76,0.0,0.0,4.76,0.0,0.0,19.05,0.0,0.0,19.05,4.76,14.29,AMP
0.0,19.05,0.0,0.0,4.76,9.52,4.76,0.0,0.0,0.0,0.0,4.76,0.0,0.0,19.05,0.0,0.0,19.05,4.76,14.29,AMP
0.0,19.05,0.0,0.0,4.76,9.52,0.0,0.0,0.0,0.0,0.0,9.52,0.0,0.0,23.81,0.0,0.0,19.05,4.76,9.52,AMP
0.0,19.05,0.0,0.0,4.76,9.52,0.0,0.0,0.0,0.0,0.0,14.29,0.0,0.0,19.05,0.0,0.0,19.05,4.76,9.52,AMP
0.0,19.05,0.0,0.0,4.76,9.52,0.0,0.0,4.76,0.0,0.0,9.52,0.0,0.0,19.05,0.0,0.0,19.05,4.76,9.52,AMP
0.0,19.05,0.0,0.0,4.76,9.52,4.76,0.0,0.0,0.0,0.0,9.52,0.0,0.0,19.05,0.0,0.0,19.05,4.76,9.52,AMP
0.0,19.05,0.0,0.0,4.76,9.52,0.0,0.0,0.0,0.0,0.0,9.52,0.0,0.0,19.05,0.0,4.76,14.29,4.76,14.29,AMP
0.0,19.05,0.0,0.0,4.76,9.52,0.0,0.0,0.0,0.0,0.0,9.52,0.0,0.0,19.05,4.76,0.0,14.29,4.76,14.29,AMP
0.0,19.05,0.0,0.0,4.76,9.52,0.0,0.0,0.0,0.0,0.0,9.52,0.0,0.0,23.81,0.0,0.0,14.29,4.76,14.29,AMP
0.0,19.05,0.0,0.0,4.76,9.52,0.0,0.0,0.0,0.0,0.0,9.52,0.0,4.76,19.05,0.0,0.0,14.29,4.76,14.29,AMP
0.0,19.05,0.0,0.0,4.76,9.52,0.0,0.0,0.0,0.0,0.0,14.29,0.0,0.0,19.05,0.0,0.0,14.29,4.76,14.29,AMP
0.0,19.05,0.0,0.0,4.76,9.52,0.0,0.0,4.76,0.0,0.0,9.52,0.0,0.0,19.05,0.0,0.0,14.29,4.76,14.29,AMP
0.0,19.05,0.0,0.0,4.76,9.52,4.76,0.0,0.0,0.0,0.0,9.52,0.0,0.0,19.05,0.0,0.0,14.29,4.76,14.29,AMP
0.0,19.05,0.0,0.0,4.76,14.29,0.0,0.0,0.0,0.0,0.0,9.52,0.0,0.0,19.05,0.0,0.0,14.29,4.76,14.29,AMP
4.76,19.05,0.0,0.0,4.76,9.52,0.0,0.0,0.0,0.0,0.0,9.52,0.0,0.0,19.05,0.0,0.0,14.29,4.76,14.29,AMP
0.0,19.05,0.0,0.0,4.76,9.52,0.0,0.0,0.0,0.0,0.0,9.52,0.0,0.0,19.05,4.76,0.0,14.29,4.76,14.29,AMP
0.0,19.05,0.0,0.0,4.76,9.52,0.0,0.0,0.0,0.0,0.0,9.52,0.0,0.0,23.81,0.0,0.0,14.29,4.76,14.29,AMP
0.0,19.05,0.0,0.0,4.76,9.52,0.0,0.0,0.0,0.0,0.0,9.52,0.0,4.76,19.05,0.0,0.0,14.29,4.76,14.29,AMP
0.0,19.05,0.0,0.0,4.76,9.52,0.0,0.0,0.0,0.0,0.0,9.52,4.76,0.0,19.05,0.0,0.0,14.29,4.76,14.29,AMP
0.0,19.05,0.0,0.0,4.76,9.52,0.0,0.0,0.0,4.76,0.0,9.52,0.0,0.0,19.05,0.0,0.0,14.29,4.76,14.29,AMP
0.0,19.05,0.0,0.0,4.76,9.52,0.0,0.0,4.76,0.0,0.0,9.52,0.0,0.0,19.05,0.0,0.0,14.29,4.76,14.29,AMP
0.0,19.05,0.0,0.0,4.76,14.29,0.0,0.0,0.0,0.0,0.0,9.52,0.0,0.0,19.05,0.0,0.0,14.29,4.76,14.29,AMP
4.76,19.05,0.0,0.0,4.76,9.52,0.0,0.0,0.0,0.0,0.0,9.52,0.0,0.0,19.05,0.0,0.0,14.29,4.76,14.29,AMP
0.0,19.05,0.0,0.0,4.76,9.52,0.0,0.0,0.0,0.0,0.0,9.52,0.0,0.0,23.81,0.0,0.0,19.05,4.76,9.52,AMP
0.0,19.05,0.0,0.0,4.76,9.52,0.0,0.0,4.76,0.0,0.0,9.52,0.0,0.0,19.05,0.0,0.0,19.05,4.76,9.52,AMP
0.0,19.05,0.0,0.0,4.76,9.52,0.0,4.76,0.0,0.0,0.0,9.52,0.0,0.0,19.05,0.0,0.0,19.05,4.76,9.52,AMP
0.0,19.05,0.0,0.0,4.76,9.52,0.0,0.0,0.0,0.0,0.0,9.52,0.0,0.0,19.05,0.0,0.0,14.29,4.76,19.05,AMP
0.0,19.05,0.0,0.0,4.76,9.52,0.0,0.0,0.0,0.0,0.0,9.52,0.0,0.0,19.05,4.76,0.0,14.29,4.76,14.29,AMP
0.0,19.05,0.0,0.0,4.76,9.52,4.76,0.0,0.0,0.0,0.0,9.52,0.0,0.0,19.05,0.0,0.0,14.29,4.76,14.29,AMP
0.0,19.05,0.0,0.0,4.76,14.29,0.0,0.0,0.0,0.0,0.0,9.52,0.0,0.0,19.05,0.0,0.0,14.29,4.76,14.29,AMP
4.76,19.05,0.0,0.0,4.76,9.52,0.0,0.0,0.0,0.0,0.0,9.52,0.0,0.0,19.05,0.0,0.0,14.29,4.76,14.29,AMP
0.0,19.05,0.0,0.0,4.76,9.52,0.0,0.0,0.0,0.0,0.0,9.52,0.0,0.0,19.05,0.0,0.0,14.29,9.52,14.29,AMP
0.0,19.05,0.0,0.0,4.76,9.52,0.0,0.0,0.0,0.0,0.0,9.52,0.0,0.0,19.05,4.76,0.0,14.29,4.76,14.29,AMP
0.0,19.05,0.0,0.0,4.76,9.52,0.0,0.0,0.0,0.0,0.0,9.52,0.0,0.0,23.81,0.0,0.0,14.29,4.76,14.29,AMP
0.0,19.05,0.0,0.0,4.76,9.52,0.0,0.0,0.0,0.0,0.0,14.29,0.0,0.0,19.05,0.0,0.0,14.29,4.76,14.29,AMP
0.0,19.05,0.0,0.0,4.76,9.52,0.0,0.0,0.0,4.76,0.0,9.52,0.0,0.0,19.05,0.0,0.0,14.29,4.76,14.29,AMP
0.0,19.05,0.0,0.0,4.76,14.29,0.0,0.0,0.0,0.0,0.0,9.52,0.0,0.0,19.05,0.0,0.0,14.29,4.76,14.29,AMP
0.0,19.05,0.0,4.76,4.76,9.52,0.0,0.0,0.0,0.0,0.0,9.52,0.0,0.0,19.05,0.0,0.0,14.29,4.76,14.29,AMP
4.76,19.05,0.0,0.0,4.76,9.52,0.0,0.0,0.0,0.0,0.0,9.52,0.0,0.0,19.05,0.0,0.0,14.29,4.76,14.29,AMP
0.0,19.05,0.0,0.0,4.76,9.52,0.0,0.0,0.0,0.0,0.0,9.52,0.0,0.0,23.81,0.0,0.0,19.05,4.76,9.52,AMP
0.0,19.05,0.0,0.0,4.76,9.52,0.0,0.0,0.0,0.0,0.0,14.29,0.0,0.0,19.05,0.0,0.0,19.05,4.76,9.52,AMP
0.0,19.05,0.0,0.0,4.76,9.52,0.0,0.0,4.76,0.0,0.0,9.52,0.0,0.0,19.05,0.0,0.0,19.05,4.76,9.52,AMP
0.0,19.05,0.0,0.0,4.76,9.52,0.0,0.0,0.0,0.0,0.0,9.52,0.0,0.0,19.05,0.0,0.0,19.05,0.0,19.05,AMP
0.0,19.05,0.0,0.0,4.76,9.52,0.0,0.0,0.0,0.0,0.0,9.52,0.0,0.0,19.05,0.0,4.76,19.05,0.0,14.29,AMP
0.0,19.05,0.0,0.0,4.76,9.52,0.0,0.0,0.0,0.0,0.0,9.52,0.0,0.0,19.05,4.76,0.0,19.05,0.0,14.29,AMP
0.0,19.05,0.0,0.0,4.76,14.29,0.0,0.0,0.0,0.0,0.0,9.52,0.0,0.0,19.05,0.0,0.0,19.05,0.0,14.29,AMP
0.0,19.05,0.0,4.76,4.76,9.52,0.0,0.0,0.0,0.0,0.0,9.52,0.0,0.0,19.05,0.0,0.0,19.05,0.0,14.29,AMP
4.76,19.05,0.0,0.0,4.76,9.52,0.0,0.0,0.0,0.0,0.0,9.52,0.0,0.0,19.05,0.0,0.0,19.05,0.0,14.29,AMP
4.76,19.05,0.0,0.0,0.0,9.52,0.0,0.0,0.0,0.0,0.0,9.52,0.0,0.0,19.05,0.0,0.0,19.05,4.76,14.29,AMP
4.35,4.35,2.17,8.7,6.52,2.17,0.0,13.04,17.39,13.04,4.35,6.52,0.0,4.35,2.17,2.17,0.0,4.35,0.0,4.35,AMP
6.67,6.67,0.0,0.0,0.0,3.33,0.0,6.67,13.33,13.33,0.0,10.0,0.0,13.33,13.33,6.67,3.33,3.33,0.0,0.0,AMP
0.0,9.09,0.0,0.0,0.0,4.55,0.0,4.55,13.64,13.64,0.0,0.0,0.0,18.18,18.18,9.09,4.55,4.55,0.0,0.0,AMP
10.0,5.0,20.0,5.0,0.0,10.0,0.0,5.0,5.0,5.0,0.0,15.0,5.0,0.0,0.0,5.0,5.0,5.0,0.0,0.0,AMP
4.55,4.55,2.27,0.0,13.64,6.82,4.55,2.27,4.55,13.64,2.27,2.27,11.36,4.55,11.36,2.27,2.27,6.82,0.0,0.0,AMP
3.57,0.0,0.0,0.0,3.57,10.71,7.14,14.29,0.0,17.86,3.57,3.57,0.0,3.57,14.29,10.71,3.57,3.57,0.0,0.0,AMP
6.12,2.04,2.04,4.08,2.04,4.08,2.04,8.16,20.41,8.16,4.08,4.08,4.08,6.12,4.08,6.12,4.08,6.12,0.0,2.04,AMP
0.0,4.17,8.33,0.0,4.17,0.0,4.17,16.67,8.33,4.17,4.17,12.5,4.17,0.0,4.17,4.17,4.17,8.33,4.17,4.17,AMP
4.55,4.55,2.27,0.0,13.64,6.82,4.55,2.27,6.82,11.36,2.27,2.27,11.36,2.27,11.36,2.27,2.27,9.09,0.0,0.0,AMP
8.57,2.86,0.0,2.86,2.86,11.43,5.71,2.86,5.71,8.57,2.86,5.71,0.0,0.0,14.29,5.71,5.71,8.57,2.86,2.86,AMP
11.43,2.86,0.0,2.86,2.86,11.43,5.71,2.86,5.71,8.57,2.86,5.71,0.0,0.0,14.29,2.86,5.71,8.57,2.86,2.86,AMP
0.0,9.38,9.38,3.12,3.12,0.0,6.25,15.62,9.38,3.12,6.25,9.38,3.12,0.0,3.12,6.25,3.12,6.25,3.12,0.0,AMP
2.5,15.0,2.5,2.5,5.0,12.5,5.0,2.5,7.5,7.5,2.5,0.0,5.0,0.0,12.5,10.0,2.5,2.5,2.5,0.0,AMP
8.0,8.0,2.0,2.0,2.0,4.0,0.0,4.0,0.0,10.0,4.0,4.0,8.0,6.0,20.0,10.0,4.0,2.0,2.0,0.0,AMP
9.09,0.0,4.55,0.0,9.09,9.09,0.0,4.55,4.55,15.91,9.09,2.27,0.0,2.27,4.55,9.09,2.27,4.55,2.27,6.82,AMP
0.0,0.0,0.0,0.0,0.0,10.0,10.0,0.0,0.0,10.0,0.0,10.0,40.0,0.0,0.0,0.0,0.0,0.0,10.0,10.0,AMP
8.16,0.0,2.04,6.12,10.2,4.08,2.04,8.16,4.08,2.04,4.08,6.12,2.04,8.16,2.04,6.12,6.12,10.2,4.08,4.08,AMP
16.13,0.0,6.45,6.45,3.23,6.45,6.45,3.23,3.23,16.13,3.23,0.0,3.23,0.0,12.9,3.23,6.45,0.0,3.23,0.0,AMP
2.13,0.0,4.26,10.64,2.13,12.77,0.0,6.38,6.38,10.64,4.26,2.13,2.13,0.0,6.38,12.77,6.38,8.51,2.13,0.0,AMP
13.04,0.0,4.35,4.35,0.0,10.87,0.0,10.87,0.0,19.57,4.35,2.17,4.35,0.0,4.35,2.17,4.35,10.87,2.17,2.17,AMP
12.0,0.0,8.0,8.0,2.0,8.0,6.0,2.0,2.0,12.0,2.0,0.0,2.0,4.0,10.0,4.0,6.0,10.0,2.0,0.0,AMP
2.33,0.0,4.65,6.98,2.33,4.65,0.0,6.98,16.28,6.98,2.33,9.3,2.33,2.33,9.3,0.0,2.33,4.65,6.98,9.3,AMP
9.09,0.0,6.06,9.09,3.03,3.03,3.03,9.09,12.12,0.0,9.09,6.06,3.03,3.03,0.0,3.03,6.06,15.15,0.0,0.0,AMP
12.5,0.0,12.5,3.12,0.0,0.0,6.25,6.25,0.0,12.5,3.12,3.12,3.12,15.62,3.12,3.12,9.38,6.25,0.0,0.0,AMP
7.5,0.0,0.0,0.0,15.0,0.0,2.5,12.5,7.5,10.0,5.0,5.0,2.5,2.5,2.5,7.5,5.0,7.5,0.0,7.5,AMP
6.38,0.0,4.26,12.77,0.0,6.38,2.13,10.64,6.38,8.51,4.26,4.26,2.13,2.13,8.51,2.13,8.51,8.51,0.0,2.13,AMP
8.16,2.04,2.04,8.16,0.0,10.2,2.04,6.12,2.04,10.2,4.08,4.08,2.04,6.12,4.08,12.24,2.04,12.24,0.0,2.04,AMP
15.0,0.0,7.5,7.5,2.5,7.5,5.0,2.5,2.5,12.5,2.5,0.0,2.5,0.0,12.5,5.0,7.5,5.0,2.5,0.0,AMP
2.17,13.04,0.0,6.52,0.0,8.7,4.35,2.17,13.04,4.35,2.17,8.7,0.0,8.7,0.0,8.7,13.04,4.35,0.0,0.0,AMP
2.13,12.77,2.13,6.38,0.0,8.51,2.13,2.13,17.02,4.26,6.38,2.13,0.0,6.38,2.13,10.64,12.77,2.13,0.0,0.0,AMP
4.17,4.17,4.17,6.25,0.0,4.17,0.0,16.67,12.5,14.58,2.08,14.58,0.0,0.0,2.08,4.17,4.17,4.17,0.0,2.08,AMP
7.69,2.56,5.13,5.13,7.69,0.0,0.0,12.82,12.82,5.13,5.13,10.26,2.56,0.0,5.13,0.0,12.82,0.0,0.0,5.13,AMP
2.0,2.0,4.0,8.0,2.0,4.0,2.0,8.0,10.0,14.0,4.0,8.0,2.0,6.0,4.0,4.0,4.0,6.0,2.0,4.0,AMP
6.12,2.04,6.12,12.24,6.12,12.24,2.04,8.16,10.2,4.08,4.08,0.0,0.0,2.04,4.08,8.16,0.0,10.2,2.04,0.0,AMP
12.5,0.0,0.0,0.0,0.0,8.33,4.17,8.33,8.33,12.5,4.17,0.0,0.0,8.33,0.0,4.17,16.67,8.33,0.0,4.17,AMP
6.45,0.0,12.9,3.23,0.0,6.45,3.23,12.9,3.23,6.45,0.0,3.23,3.23,6.45,9.68,0.0,9.68,12.9,0.0,0.0,AMP
